"","HDIM","Checked","Plot","Date","Collector","Method","Plant","BeatingDuration","TimeBegin","TimeEnd","DateEnd","CanopyMalaiseHeight..ft.","PitFallSlice","Whereabouts","SamplingRound","NoOfVials","Comments","X"
"905",4031,NA,"Olaa_06","2/17/2015","Curtis Ewing","beating-sheet","green Cibotium","60","07:25","08:10","","","","",NA,"","",""
"906",4032,NA,"Olaa_06","2/17/2015","Tom Fezza","beating-sheet","green Cibotium","60","07:25","08:15","","","","",NA,"","",""
"907",4033,NA,"Olaa_06","2/17/2015","Tom Fezza","beating-sheet","Cyrtandra platyphylla","60","08:30","09:20","","","","",NA,"","",""
"908",4034,NA,"Olaa_06","2/17/2015","Curtis Ewing","beating-sheet","Broussaisia arguta","60","08:30","09:20","","","","",NA,"","",""
"909",4035,NA,"Olaa_06","2/17/2015","Tom Fezza","beating-sheet","Myrsine lessertiana","60","09:30","10:10","","","","",NA,"","",""
"910",4036,NA,"Olaa_06","2/17/2015","Curtis Ewing","beating-sheet","Melicope clusiifolia","60","09:40","10:05","","","","",NA,"","",""
"911",4037,NA,"Olaa_06","2/17/2015","Curtis Ewing","beating-sheet","brown Cibotium","60","10:15","10:55","","","","",NA,"","",""
"912",4038,NA,"Olaa_06","2/17/2015","Tom Fezza","beating-sheet","Ilex anomola","60","10:25","10:45","","","","",NA,"","",""
"913",4039,NA,"Olaa_06","2/17/2015","Tom Fezza","beating-sheet","brown Cibotium","60","11:00","11:25","","","","",NA,"","",""
"914",4040,NA,"Olaa_03","2/17/2015","Curtis Ewing","beating-sheet","Broussaisia arguta","60","12:05","12:40","","","","",NA,"","",""
"915",4041,NA,"Olaa_03","2/17/2015","Tom Fezza","beating-sheet","Melicope clusiifolia","60","12:10","12:50","","","","",NA,"","",""
"916",4042,NA,"Olaa_03","2/17/2015","Curtis Ewing","beating-sheet","Melicope clusiifolia","60","01:10","01:35","","","","",NA,"","",""
"917",4043,NA,"Olaa_03","2/17/2015","Tom Fezza","beating-sheet","Broussaisia arguta","60","01:15","01:40","","","","",NA,"","",""
"918",4044,NA,"Olaa_03","2/17/2015","Curtis Ewing","beating-sheet","green Cibotium","60","01:50","02:20","","","","",NA,"","",""
"919",4045,NA,"Olaa_03","2/17/2015","Tom Fezza","beating-sheet","green Cibotium","60","01:50","02:25","","","","",NA,"","",""
"920",4046,NA,"Olaa_03","2/17/2015","Curtis Ewing","beating-sheet","brown Cibotium","30","02:35","03:00","","","","",NA,"","",""
"921",4047,NA,"Olaa_03","2/17/2015","Tom Fezza","beating-sheet","brown Cibotium","30","02:35","03:05","","","","",NA,"","",""
"922",4048,NA,"Olaa_12","2/19/2015","Tom Fezza","beating-sheet","green Cibotium","60","07:30","08:30","","","","",NA,"","",""
"923",4049,NA,"Olaa_12","2/19/2015","Andy Rominger","beating-sheet","green Cibotium","60","07:30","08:50","","","","",NA,"","",""
"924",4050,NA,"Olaa_12","2/19/2015","Tom Fezza","beating-sheet","Cyrtandra platyphylla","60","09:00","09:30","","","","",NA,"","",""
"925",4051,NA,"Olaa_12","2/19/2015","Andy Rominger","beating-sheet","Broussaisia arguta","60","09:10","10:15","","","","",NA,"","",""
"926",4052,NA,"Olaa_12","2/19/2015","Tom Fezza","beating-sheet","Perrottetia sandwicensis","30","10:00","10:20","","","","",NA,"","",""
"927",4053,NA,"Olaa_12","2/19/2015","Tom Fezza","beating-sheet","Coprosma sp.","30","10:30","11:00","","","","",NA,"","",""
"928",4054,NA,"Olaa_12","2/19/2015","Andy Rominger","beating-sheet","Melicope clusiifolia","60","10","30","","","","",NA,"","",""
"929",4055,NA,"Olaa_12","2/19/2015","Tom Fezza","beating-sheet","brown Cibotium","40","11:10","12:10","","","","",NA,"","",""
"930",4056,NA,"Olaa_12","2/19/2015","Andy Rominger","beating-sheet","brown Cibotium","20","11:40","12:10","","","","",NA,"","",""
"931",4057,NA,"Olaa_10","2/19/2015","TF AR","beating-sheet","","","","","","","","",NA,"","",""
"932",4058,NA,"Olaa_10","2/19/2015","TF AR","beating-sheet","","","","","","","","",NA,"","",""
"933",4059,NA,"Olaa_10","2/19/2015","TF AR","beating-sheet","","","","","","","","",NA,"","",""
"934",4060,NA,"Olaa_10","2/19/2015","TF AR","beating-sheet","","","","","","","","",NA,"","",""
"935",4061,NA,"Olaa_10","2/19/2015","TF AR","beating-sheet","","","","","","","","",NA,"","",""
"936",4062,NA,"Olaa_10","2/19/2015","TF AR","beating-sheet","","","","","","","","",NA,"","",""
"937",4066,NA,"alili_04","2/21/2015","A. Rominger, B. Cote","pitfall","","","","","","","B","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"938",4067,NA,"alili_04","2/21/2015","A. Rominger, B. Cote","pitfall","","","","","","","D","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"939",4068,NA,"alili_04","2/21/2015","A. Rominger, B. Cote","pitfall","","","","","","","F","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"940",4072,NA,"alili_15","2/21/2015","A. Rominger, B. Cote","pitfall","","","","","","","B","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"941",4073,NA,"alili_15","2/21/2015","A. Rominger, B. Cote","pitfall","","","","","","","D","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"942",4074,NA,"alili_15","2/21/2015","A. Rominger, B. Cote","pitfall","","","","","","","F","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"943",4078,NA,"alili_14","2/21/2015","A. Rominger, B. Cote","pitfall","","","","","","","B","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"944",4079,NA,"alili_14","2/21/2015","A. Rominger, B. Cote","pitfall","","","","","","","D","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"945",4080,NA,"alili_14","2/21/2015","A. Rominger, B. Cote","pitfall","","","","","","","F","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"946",4103,1,"kaiholenaYng_02","3/7/2015","A. Rominger, B. Cote","canopy malaise","","","","","","","up","Wellman 220",1,"1","",""
"947",4105,1,"kaiholenaYng_02","3/7/2014","A. Rominger, B. Cote","ground malaise","","","","","","","","Wellman 220",1,"1","",""
"948",4106,NA,"kaiholenaYng_02","3/7/2015","A. Rominger, B. Cote","pitfall","","","","","","","B","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"949",4107,NA,"kaiholenaYng_02","3/7/2015","A. Rominger, B. Cote","pitfall","","","","","","","D","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"950",4108,NA,"kaiholenaYng_02","3/7/2015","A. Rominger, B. Cote","pitfall","","","","","","","F","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"951",4112,NA,"kaiholenaYng_09","3/7/2015","A. Rominger, B. Cote","pitfall","","","","","","","B","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"952",4113,NA,"kaiholenaYng_09","3/7/2015","A. Rominger, B. Cote","pitfall","","","","","","","D","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"953",4114,NA,"kaiholenaYng_09","3/7/2015","A. Rominger, B. Cote","pitfall","","","","","","","F","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"954",4115,1,"kaiholenaYng_10","3/7/2015","A. Rominger, B. Cote","canopy malaise","","","","","","","up","Wellman 220",1,"","already sorted",""
"955",4117,1,"kaiholenaYng_10","3/7/2015","A. Rominger, B. Cote","ground malaise","","","","","","","","Wellman 220",1,"","already sorted",""
"956",4118,NA,"kaiholenaYng_10b","3/7/2015","A. Rominger, B. Cote","pitfall","","","","","","","C","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"957",4119,NA,"kaiholenaYng_10b","3/7/2015","A. Rominger, B. Cote","pitfall","","","","","","","D","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"958",4120,NA,"kaiholenaYng_10b","3/7/2015","A. Rominger, B. Cote","pitfall","","","","","","","F","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"959",4205,1,"laupLSAG_10","5/29/2015","A. Rominger","beating","green Cibotium","50","10:20","01:30","","","","Wellman 220",1,"","already sorted",""
"960",4206,1,"laupLSAG_10","5/29/2015","L. Guo","beating","green Cibotium","30","10:00","10:40","","","","Wellman 220",1,"1","",""
"961",4207,1,"laupLSAG_10","5/29/2015","N. Graham","beating","Melicope","25","10:20","01:30","","","","Wellman 220",1,"1","",""
"962",4208,NA,"laupLSAG_10","5/29/2015","N. Graham","beating","Melicope","50","10:20","01:30","","","","Hilgard 220",1,"","",""
"963",4209,NA,"laupLSAG_10","5/29/2015","N. Graham","beating","Melicope","55","10:20","01:30","","","","Hilgard 220",1,"","",""
"964",4211,1,"laupLSAG_10","5/29/2015","A. Rominger","beating","brown Cibotium","20","10:20","01:30","","","","Wellman 220",1,"","already sorted",""
"965",4212,1,"laupLSAG_10","5/29/2015","N. Graham","beating","brown Cibotium","40","10:20","01:30","","","","Wellman 220",1,"","already sorted",""
"966",4213,1,"laupLSAG_10","5/29/2015","A. Rominger","beating","Cheirodendron","30","10:20","01:30","","","","Wellman 220",1,"1","",""
"967",4214,NA,"laupLSAG_10","5/29/2015","N. Graham","beating","Vaccinium","50","10:20","01:30","","","","Hilgard 220",1,"","",""
"968",4215,1,"laupLSAG_10","5/29/2015","N. Graham","beating","green Cibotium","40","10:20","01:30","","","","Wellman 220",1,"","already sorted",""
"969",4216,1,"laupLSAG_10","5/29/2015","N. Graham","beating","Ilex anomala","40","10:20","01:30","","","","Wellman 220",1,"","",""
"970",4227,1,"laupLSAG_12","5/30/2015","E. Tielens","Branch clipping","Metociterour polymorph","136","08:30","10:45","","","","Wellman 220",1,"1","already sorted",""
"971",4242,1,"escape_02","6/4/2015","K. Jayd","beating","green Dicranopteris linearis","70","09:00","10:25","","","","Wellman 220",2,"1","",""
"972",4243,1,"escape_02","6/4/2015","E. Tielens","beating","green Dicranopteris linearis","70","09:00","10:30","","","","Wellman 220",2,"1","",""
"973",4244,1,"escape_02","6/4/2015","L. Guo","beating","green Dicranopteris linearis","70","09:00","10:50","","","","Wellman 220",2,"2","",""
"974",4245,1,"escape_02","6/4/2015","K. Gallardo","beating","green Dicranopteris linearis","70","09:00","10:35","","","","Wellman 220",2,"1","",""
"975",4246,NA,"escape_02","6/4/2015","L. Stevens","beating","green Dicranopteris linearis","70","09:00","10:50","","","","NEED TO FIND",2,"","",""
"976",4247,1,"escape_02","6/4/2015","E. Tielens","beating","brown Dicranopteris linearis","35","11:00","11:40","","","","Wellman 220",2,"1","",""
"977",4248,1,"escape_02","6/4/2015","K. Gallardo","beating","brown Dicranopteris linearis","35","11:00","11:50","","","","Wellman 220",2,"1","",""
"978",4249,NA,"escape_02","6/4/2015","L. Stevens","beating","brown Dicranopteris linearis","35","11:15","12:30","","","","NEED TO FIND",2,"","",""
"979",4250,1,"escape_02","6/4/2015","L. Guo","beating","brown Dicranopteris linearis","35","11:20","11:45","","","","Wellman 220",2,"1","",""
"980",4251,1,"thurston_06","6/12/2015","K. Gallardo","beating","green Cibotium","36","08:09","08:40","","","","Wellman 220",2,"","Need Proper Label",""
"981",4252,1,"thurston_06","6/12/2015","L. Guo","beating","green Cibotium","36","08:09","08:53","","","","Wellman 220",2,"","Need Proper Label",""
"982",4253,1,"thurston_06","6/12/2015","B. Mathat","beating","green Cibotium","36","08:15","08:45","","","","Wellman 220",2,"","Need Proper Label",""
"983",4254,1,"thurston_06","6/12/2015","N. Graham","beating","green Cibotium","39","08:15","09:05","","","","Wellman 220",2,"","",""
"984",4255,1,"thurston_06","6/12/2015","B. Mathat","beating","Cheirodendron","10","09:05","09:16","","","","Wellman 220",2,"","Need Proper Label",""
"985",4256,1,"thurston_06","6/12/2015","K. Gallardo","beating","Ilex anomala","37","09:08","09:48","","","","Wellman 220",2,"","Need Proper Label",""
"986",4257,1,"thurston_06","6/12/2015","L. Guo","beating","Myrsine","30","09:12","09:48","","","","Wellman 220",2,"","Need Proper Label",""
"987",4258,1,"thurston_06","6/12/2015","N. Graham","beating","Myrsine","35","09:30","10:06","","","","Wellman 220",2,"","Need Proper Label",""
"988",4260,1,"thurston_06","6/12/2015","B. Mathat","beating","Sadleria","40","09:20","09:50","","","","Wellman 220",2,"","Need Proper Label",""
"989",4261,1,"thurston_06","6/12/2015","K. Gallardo","beating","Machaerina","11","09:57","10:15","","","","Wellman 220",2,"","Need Proper Label",""
"990",4262,1,"thurston_06","6/12/2015","N. Graham","beating","Sadleria","37","10:21","10:46","","","","Wellman 220",2,"","Need Proper Label",""
"991",4263,1,"thurston_06","6/12/2015","B. Mathat","beating","brown Cibotium","25","10:16","10:46","","","","Wellman 220",2,"","Need Proper Label",""
"992",4264,1,"thurston_06","6/12/2015","K. Gallardo","beating","brown Cibotium","24","10:21","10:55","","","","Wellman 220",2,"","Need Proper Label",""
"993",4265,1,"thurston_06","6/12/2015","L. Guo","beating","brown Cibotium","24","10:21","10:55","","","","Wellman 220",2,"","Need Proper Label",""
"994",4287,1,"alili_04","6/24/2015","B. Mathat","beating","Ilex anomala","40","10:05","10:40","","","","Wellman 220",2,"1","Need Proper Label",""
"995",4288,1,"alili_04","6/24/2015","K. Jayd","beating","Freycinetia","20","10:05","10:36","","","","Wellman 220",2,"1","Need Proper Label",""
"996",4289,1,"alili_04","6/24/2015","K. Gallardo","beating","Broussaisia arguta","40","10:10","","","","","Wellman 220",2,"1","Need Proper Label",""
"997",4290,1,"alili_04","6/24/2015","L. Stevens","beating","Broussaisia arguta","20","10:10","10:40","","","","Wellman 220",2,"1","Need Proper Label",""
"998",4291,1,"alili_04","6/24/2015","N. Graham","beating","Coprosma","10","10:20","10:40","","","","Wellman 220",2,"1","Need Proper Label",""
"999",4292,1,"alili_04","6/24/2015","K. Jayd","beating","Hedyotis","20","10:40","11:05","","","","Wellman 220",2,"1","Need Proper Label",""
"1000",4293,1,"alili_04","6/24/2015","L. Stevens","beating","Melicope","25","10:54","11:30","","","","Wellman 220",2,"1","Need Proper Label",""
"1001",4294,1,"alili_04","6/24/2015","B. Mathat","beating","green Cibotium","45","10:54","11:31","","","","Wellman 220",2,"1","Need Proper Label",""
"1002",4295,1,"alili_04","6/24/2015","N. Graham","beating","green Cibotium","60","10:55","11:45","","","","Wellman 220",2,"1","Need Proper Label",""
"1003",4296,1,"alili_04","6/24/2015","K. Gallardo","beating","green Cibotium","45","11:05","11:55","","","","Wellman 220",2,"1","Need Proper Label",""
"1004",4297,1,"alili_04","6/24/2015","K. Jayd","beating","brown Cibotium","35","11:10","12:00","","","","Wellman 220",2,"1","Need Proper Label",""
"1005",4298,1,"alili_04","6/24/2015","N. Graham","beating","brown Cibotium","20","11:53","12:20","","","","Wellman 220",2,"1","Need Proper Label",""
"1006",4299,1,"alili_04","6/24/2015","K. Gallardo","beating","brown Cibotium","20","11:58","12:25","","","","Wellman 220",2,"1","Need Proper Label",""
"1007",4300,NA,"hippnet_11","6/25/2015","K. Jayd","beating","green Cibotium","40","10:20","10:40","","","","Hilgard 220",2,"1","Need Proper Label",""
"1008",4301,NA,"hippnet_11","6/25/2015","C. Nicholas","beating","green Cibotium","40","10:20","10:44","","","","Hilgard 220",2,"1","Need Proper Label",""
"1009",4302,NA,"hippnet_11","6/25/2015","K. Shiroma","beating","green Cibotium","40","10:20","10:41","","","","Hilgard 220",2,"1","Need Proper Label",""
"1010",4303,1,"hippnet_11","6/25/2015","N. Graham","beating","green Cibotium","40","10:25","10:55","","","","Wellman 220",2,"1","Need Proper Label, already sorted",""
"1011",4304,NA,"hippnet_11","6/25/2015","C. Nicholas","beating","Cheirodendron","20","10:58","11:19","","","","Hilgard 220",2,"1","Need Proper Label",""
"1012",4305,NA,"hippnet_11","6/25/2015","K. Shiroma","beating","Dryopteris","30","10:57","11:17","","","","Hilgard 220",2,"1","Need Proper Label",""
"1013",4306,NA,"hippnet_11","6/25/2015","N. Graham","beating","Ilex anomala","30","11:00","11:22","","","","Hilgard 220",2,"2","Need Proper Label",""
"1014",4307,NA,"hippnet_11","6/25/2015","K. Jayd","beating","Ilex anomala","30","11:10","12:00","","","","Hilgard 220",2,"1","Need Proper Label",""
"1015",4308,NA,"hippnet_11","6/25/2015","K. Shiroma","beating","Sadleria","30","11:28","11:49","","","","Hilgard 220",2,"1","Need Proper Label",""
"1016",4309,NA,"hippnet_11","6/25/2015","C. Nicholas","beating","Perrottetia","20","11:28","11:48","","","","Hilgard 220",2,"1","Need Proper Label",""
"1017",4310,1,"hippnet_11","6/25/2015","N. Graham","beating","Broussaisia arguta","10","11:30","11:45","","","","Wellman 220",2,"1","Need Proper Label, already sorted",""
"1018",4311,1,"hippnet_11","6/25/2015","C. Nicholas","beating","brown Cibotium","20","11:53","12:25","","","","Wellman 220",2,"3","Need Proper Label, already sorted",""
"1019",4312,1,"hippnet_11","6/25/2015","K. Shiroma","beating","brown Cibotium","20","11:54","12:21","","","","Wellman 220",2,"2","Need Proper Label, already sorted",""
"1020",4313,NA,"hippnet_11","6/25/2015","N. Graham","beating","Coprosma","10","11:45","12:05","","","","Hilgard 220",2,"1","Need Proper Label",""
"1021",4314,NA,"hippnet_11","6/25/2015","N. Graham","beating","brown Cibotium","25","12:10","12:36","","","","Hilgard 220",2,"3","Need Proper Label",""
"1022",4315,NA,"hippnet_11","6/25/2015","K. Jayd","beating","brown Cibotium","15","12:20","12:40","","","","Hilgard 220",2,"1","Need Proper Label",""
"1023",4316,1,"alili_01","6/26/2015","M. Stark","beating","Melicope","17","09:23","09:53","","","","Wellman 220",2,"1","Need Proper Label",""
"1024",4317,NA,"alili_01","6/26/2015","C. Nicholas","beating","Myrsine","10","09:16","09:44","","","","Hilgard 220",2,"1","Need Proper Label",""
"1025",4318,1,"alili_01","6/26/2015","N. Graham","beating","Perrottetia","15","09:25","09:47","","","","Wellman 220",2,"1","Need Proper Label",""
"1026",4319,1,"alili_01","6/26/2015","C. Nicholas","beating","Coprosma","20","09:48","10:27","","","","Wellman 220",2,"1","Need Proper Label",""
"1027",4320,1,"alili_01","6/26/2015","N. Graham","beating","Dryopteris","20","09:56","10:19","","","","Wellman 220",2,"1","Need Proper Label",""
"1028",4321,1,"alili_01","6/26/2015","M. Stark","beating","Ilex anomala","30","09:59","10:27","","","","Wellman 220",2,"1","Need Proper Label",""
"1029",4322,1,"alili_01","6/26/2015","C. Nicholas","beating","Broussaisia arguta","34","10:32","11:10","","","","Wellman 220",2,"1","Need Proper Label",""
"1030",4323,1,"alili_01","6/26/2015","M. Stark","beating","Broussaisia arguta","34","10:33","11:07","","","","Wellman 220",2,"1","Need Proper Label",""
"1031",4324,1,"alili_01","6/26/2015","N. Graham","beating","green Cibotium","60","10:40","11:30","","","","Wellman 220",2,"1","Need Proper Label",""
"1032",4325,1,"alili_01","6/26/2015","C. Nicholas","beating","green Cibotium","50","11:13","12:02","","","","Wellman 220",2,"1","Need Proper Label",""
"1033",4326,1,"alili_01","6/26/2015","M. Stark","beating","green Cibotium","50","11:14","12:15","","","","Wellman 220",2,"1","Need Proper Label",""
"1034",4327,1,"alili_01","6/26/2015","N. Graham","beating","brown Cibotium","40","11:33","12:20","","","","Wellman 220",2,"1","Need Proper Label",""
"1035",4328,1,"alili_01","6/26/2015","C. Nicholas","beating","brown Cibotium","21","12:04","12:39","","","","Wellman 220",2,"3","Need Proper Label",""
